Price,Prop_type,Size,Bath,Bed,Term,City,Division
1150,2,48,1,1,/ Monthly,Lisboa, Lumiar  
2700,2,112,2,2,/ Monthly,Cascais, Cascais e Estoril  
800,2,59,1,1,/ Monthly,Loures, Sacavém e Prior Velho  
850,2,62,1,2,/ Monthly,Lisboa, Olivais  
1000,2,48,0,1,/ Monthly,Oeiras, Oeiras e São Julião da Barra
1000,2,95,2,3,/ Monthly,Sintra, Rio de Mouro  
1150,2,126,0,3,/ Monthly,Amadora, Encosta do Sol  
1200,2,82,2,2,/ Monthly,Cascais, São Domingos de Rana  
750,2,55,1,1,/ Monthly,Sintra, Massamá e Monte Abraão  
2400,2,168,3,4,/ Monthly,Lisboa, Estrela  
1400,2,87,2,3,/ Monthly,Odivelas, Pontinha e Famões  
3600,3,206,0,0,/ Monthly,Lisboa, Areeiro  
1100,2,148,2,3,/ Monthly,Odivelas, Ramada e Caneças  
750,2,63,1,2,/ Monthly,Loures, Loures  
1200,2,38,1,1,/ Monthly,Lisboa, Penha de França  
650,2,81,1,2,/ Monthly,Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  
1750,2,38,0,2,/ Monthly,Lisboa, Santo António  
800,2,82,2,3,/ Monthly,Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  
1400,2,138,3,3,/ Monthly,Amadora, Alfragide  
1000,2,90,1,2,/ Monthly,Sintra, Queluz e Belas  
1400,2,80,1,1,/ Monthly,Lisboa, Avenidas Novas  
2400,2,110,1,2,/ Monthly,Lisboa, Parque das Nações  
1200,2,75,1,3,/ Monthly,Lisboa, Estrela  
3900,1,132,5,5,/ Monthly,Cascais, Carcavelos e Parede  
1300,2,42,1,2,/ Monthly,Lisboa, Estrela  
950,3,162,1,0,/ Monthly,Sintra, Rio de Mouro  
650,3,90,0,0,/ Monthly,Amadora, Mina de Água  
1250,2,61,1,2,/ Monthly,Lisboa, Penha de França  
1200,2,54,1,2,/ Monthly,Lisboa, Campo de Ourique  
1650,2,131,3,3,/ Monthly,Loures, Moscavide e Portela  
7000,2,155,3,3,/ Monthly,Cascais, Cascais e Estoril  
925,3,28,0,0,/ Monthly,Lisboa, Alvalade  
1300,2,121,2,2,/ Monthly,Oeiras, Carnaxide e Queijas  
2500,2,148,3,3,/ Monthly,Lisboa, Carnide  
900,2,71,1,3,/ Monthly,Lisboa, Olivais  
2200,1,300,2,5,/ Monthly,Cascais, São Domingos de Rana  
900,2,46,1,1,/ Monthly,Lisboa, São Vicente  
1500,2,69,1,2,/ Monthly,Lisboa, Parque das Nações  
1700,2,118,2,3,/ Monthly,Oeiras, Oeiras e São Julião da Barra
1450,2,100,2,4,/ Monthly,Lisboa, Arroios  
1500,2,102,2,3,/ Monthly,Lisboa, Arroios  
800,2,57,1,1,/ Monthly,Oeiras, Oeiras e São Julião da Barra
1200,2,95,1,2,/ Monthly,Lisboa, Lumiar  
1750,1,153,3,3,/ Monthly,Loures, Bucelas  
1400,2,84,1,2,/ Monthly,Lisboa, Lumiar  
2800,2,165,3,4,/ Monthly,Lisboa, Campolide  
2100,2,118,3,3,/ Monthly,Cascais, São Domingos de Rana  
5000,2,209,2,4,/ Monthly,Lisboa, Santa Maria Maior  
850,2,82,1,2,/ Monthly,Sintra, Cacém e São Marcos  
1200,2,87,1,2,/ Monthly,Lisboa, Penha de França  
800,2,69,1,2,/ Monthly,Loures, Sacavém e Prior Velho  
1700,1,47,2,3,/ Monthly,Sintra, São João das Lampas e Terrugem  
1800,1,142,2,4,/ Monthly,Sintra, AlgueirãoMem Martins  
1450,2,51,1,1,/ Monthly,Lisboa, São Vicente  
1950,2,74,1,2,/ Monthly,Lisboa, Avenidas Novas  
1850,2,105,2,2,/ Monthly,Lisboa, Penha de França  
1400,2,255,3,4,/ Monthly,Mafra, Venda do Pinheiro e Santo Estêvão das Galés  
850,2,74,1,2,/ Monthly,Cascais, Cascais e Estoril  
2900,2,230,0,3,/ Monthly,Lisboa, Carnide  
1500,2,103,2,3,/ Monthly,Lisboa, Lumiar  
1600,2,90,1,2,/ Monthly,Lisboa, Alcântara  
1350,2,73,2,1,/ Monthly,Lisboa, Alcântara  
1500,2,71,1,3,/ Monthly,Lisboa, Penha de França  
1200,2,103,2,2,/ Monthly,Oeiras, Algés
2500,2,123,2,4,/ Monthly,Lisboa, Misericórdia  
1300,2,92,2,3,/ Monthly,Oeiras, Oeiras e São Julião da Barra
950,2,47,1,0,/ Monthly,Lisboa, Avenidas Novas  
1300,2,40,1,1,/ Monthly,Lisboa, Campo de Ourique  
8150,1,279,5,4,/ Monthly,Cascais, Alcabideche  
1981,3,283,0,0,/ Monthly,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
1500,2,54,1,1,/ Monthly,Lisboa, Santa Maria Maior  
1600,2,89,2,2,/ Monthly,Lisboa, Santa Maria Maior  
1450,2,142,2,2,/ Monthly,Lisboa, São Domingos de Benfica  
1000,2,80,1,1,/ Monthly,Lisboa, Carnide  
1550,2,122,3,4,/ Monthly,Loures, Moscavide e Portela  
1200,2,64,1,1,/ Monthly,Cascais, Cascais e Estoril  
890,2,44,1,1,/ Monthly,Oeiras, Oeiras e São Julião da Barra
2400,2,91,2,2,/ Monthly,Oeiras, Oeiras e São Julião da Barra
2100,2,87,1,2,/ Monthly,Lisboa, Misericórdia  
2700,1,100,4,3,/ Monthly,Sintra, Colares  
1850,2,106,2,2,/ Monthly,Lisboa, São Domingos de Benfica  
1300,2,105,2,3,/ Monthly,Vila Franca de Xira, Vila Franca de Xira  
2500,2,116,2,3,/ Monthly,Lisboa, Parque das Nações  
1400,2,114,2,3,/ Monthly,Oeiras, Algés
750,3,83,1,0,/ Monthly,Lisboa, Santa Clara  
1100,2,72,0,2,/ Monthly,Lisboa, Benfica  
1950,2,132,2,3,/ Monthly,Lisboa, Benfica  
2200,2,108,2,3,/ Monthly,Lisboa, Alvalade  
2500,2,206,3,2,/ Monthly,Oeiras, Oeiras e São Julião da Barra
950,3,188,2,0,/ Monthly,Loures, Loures  
1670,2,100,2,3,/ Monthly,Lisboa, Campolide  
950,2,48,1,1,/ Monthly,Lisboa, Misericórdia  
1400,2,70,1,1,/ Monthly,Lisboa, Estrela  
2450,2,121,2,2,/ Monthly,Cascais, Cascais e Estoril  
1000,3,70,2,1,/ Monthly,Sintra, AlgueirãoMem Martins  
2500,2,137,2,3,/ Monthly,Cascais, Cascais e Estoril  
1100,2,68,1,2,/ Monthly,Lisboa, Campo de Ourique  
1100,2,102,2,4,/ Monthly,Lisboa, Penha de França  
1100,2,67,1,1,/ Monthly,Cascais, Cascais e Estoril  
1750,2,96,2,2,/ Monthly,Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  
1650,2,115,2,2,/ Monthly,Lisboa, Avenidas Novas  
1200,2,83,2,2,/ Monthly,Cascais, Carcavelos e Parede  
2600,2,138,2,3,/ Monthly,Lisboa, Lumiar  
2500,2,170,0,4,/ Monthly,Lisboa, Benfica  
1300,2,94,2,2,/ Monthly,Vila Franca de Xira, Alverca do Ribatejo e Sobralinho  
2100,2,179,2,3,/ Monthly,Lisboa, São Domingos de Benfica  
1750,2,112,2,2,/ Monthly,Lisboa, Arroios  
1500,2,114,2,3,/ Monthly,Lisboa, Lumiar  
8500,1,428,0,5,/ Monthly,Sintra, Sintra (Santa Maria e São Miguel
950,2,81,1,2,/ Monthly,Odivelas, Odivelas  
1600,3,80,1,0,/ Monthly,Lisboa, Santo António  
1600,3,222,2,0,/ Monthly,Odivelas, Odivelas  
1200,2,80,2,2,/ Monthly,Lisboa, Avenidas Novas  
850,2,83,4,2,/ Monthly,Sintra, Rio de Mouro  
2500,1,182,3,3,/ Monthly,Mafra, Ericeira  
3200,2,110,2,3,/ Monthly,Lisboa, Avenidas Novas  
2250,3,110,4,3,/ Monthly,Lisboa, Arroios  
4000,1,311,0,4,/ Monthly,Mafra, Igreja Nova e Cheleiros  
850,2,32,1,0,/ Monthly,Lisboa, Campolide  
2000,2,90,2,2,/ Monthly,Oeiras, Oeiras e São Julião da Barra
1700,2,96,2,2,/ Monthly,Oeiras, Oeiras e São Julião da Barra
3200,3,162,2,1,/ Monthly,Lisboa, Misericórdia  
2500,3,190,0,6,/ Monthly,Lisboa, Arroios  
3100,1,202,3,3,/ Monthly,Loures, Loures  
1600,2,118,2,3,/ Monthly,Lisboa, Santo António  
1150,2,30,1,1,/ Monthly,Lisboa, Alcântara  
1900,2,96,2,2,/ Monthly,Oeiras, Oeiras e São Julião da Barra
1875,2,72,1,1,/ Monthly,Lisboa, Santo António  
1450,2,55,1,1,/ Monthly,Lisboa, Estrela  
1100,2,60,1,2,/ Monthly,Lisboa, Benfica  
900,2,45,1,1,/ Monthly,Cascais, Cascais e Estoril  
3200,1,200,4,5,/ Monthly,Sintra, Sintra (Santa Maria e São Miguel
1300,2,62,1,2,/ Monthly,Lisboa, Santa Maria Maior  
950,2,95,1,2,/ Monthly,Lisboa, Penha de França  
2000,2,145,2,4,/ Monthly,Lisboa, Alvalade  
850,2,37,0,1,/ Monthly,Lisboa, Santo António  
1400,2,68,1,2,/ Monthly,Cascais, Cascais e Estoril  
1980,2,102,2,3,/ Monthly,Cascais, São Domingos de Rana  
3700,2,164,2,4,/ Monthly,Lisboa, Estrela  
1700,1,135,3,2,/ Monthly,Lisboa, Areeiro  
2200,2,108,2,2,/ Monthly,Cascais, Cascais e Estoril  
1500,2,98,2,2,/ Monthly,Lisboa, Areeiro  
2700,2,164,2,5,/ Monthly,Lisboa, Areeiro  
1395,3,74,2,0,/ Monthly,Lisboa, Belém  
1550,2,70,1,3,/ Monthly,Lisboa, Alcântara  
1900,2,108,2,2,/ Monthly,Lisboa, Avenidas Novas  
1600,2,60,1,2,/ Monthly,Lisboa, Estrela  
2400,2,100,2,2,/ Monthly,Oeiras, Oeiras e São Julião da Barra
1700,2,138,2,3,/ Monthly,Oeiras, Salvo  
2900,2,173,3,4,/ Monthly,Oeiras, Algés
900,2,83,1,1,/ Monthly,Lisboa, Benfica  
1200,2,86,1,2,/ Monthly,Lisboa, Lumiar  
1100,2,30,1,1,/ Monthly,Lisboa, Santa Maria Maior  
1200,2,96,2,3,/ Monthly,Lisboa, Alcântara  
2250,2,99,2,3,/ Monthly,Lisboa, Alvalade  
2400,2,171,3,4,/ Monthly,Oeiras, Algés
1200,2,46,1,1,/ Monthly,Lisboa, Campo de Ourique  
2950,2,237,3,4,/ Monthly,Sintra, Queluz e Belas  
1900,2,144,2,3,/ Monthly,Lisboa, Alvalade  
900,2,42,1,1,/ Monthly,Lisboa, São Vicente  
1150,2,50,1,2,/ Monthly,Lisboa, Campo de Ourique  
25000,3,1060,0,21,/ Monthly,Lisboa, Santo António  
1900,2,105,2,2,/ Monthly,Lisboa, Benfica  
3750,2,210,3,5,/ Monthly,Lisboa, Belém  
3500,2,122,3,3,/ Monthly,Cascais, Carcavelos e Parede  
2500,2,71,1,1,/ Monthly,Lisboa, Santo António  
1300,2,79,1,2,/ Monthly,Lisboa, Benfica  
1700,2,124,2,3,/ Monthly,Odivelas, Odivelas  
3100,2,130,3,3,/ Monthly,Lisboa, Areeiro  
2000,2,124,2,2,/ Monthly,Lisboa, Estrela  
2950,2,303,3,3,/ Monthly,Oeiras, Oeiras e São Julião da Barra
4000,1,129,4,4,/ Monthly,Cascais, São Domingos de Rana  
2700,2,161,2,4,/ Monthly,Lisboa, Estrela  
1300,2,80,1,2,/ Monthly,Lisboa, Estrela  
3500,2,137,2,4,/ Monthly,Lisboa, Estrela  
950,2,58,1,2,/ Monthly,Lisboa, Benfica  
1500,2,139,2,3,/ Monthly,Amadora, Alfragide  
1700,2,96,2,4,/ Monthly,Lisboa, Olivais  
3000,1,233,3,4,/ Monthly,Cascais, Carcavelos e Parede  
4000,2,177,2,3,/ Monthly,Lisboa, Campo de Ourique  
1500,2,86,2,3,/ Monthly,Amadora, Alfragide  
2250,2,120,2,2,/ Monthly,Lisboa, Belém  
2000,2,75,1,1,/ Monthly,Lisboa, Campo de Ourique  
2500,2,100,3,4,/ Monthly,Lisboa, Avenidas Novas  
14900,2,519,6,6,/ Monthly,Lisboa, Avenidas Novas  
850,2,92,1,2,/ Monthly,Oeiras, Barcarena  
1050,2,68,1,2,/ Monthly,Lisboa, Beato  
4775,2,169,3,3,/ Monthly,Lisboa, Parque das Nações  
1800,2,144,2,2,/ Monthly,Cascais, Cascais e Estoril  
1500,1,151,2,4,/ Monthly,Sintra, Rio de Mouro  
2300,2,80,1,2,/ Monthly,Lisboa, Arroios  
3000,2,181,3,3,/ Monthly,Lisboa, Areeiro  
1300,2,71,1,2,/ Monthly,Oeiras, Algés
8000,1,350,5,6,/ Monthly,Cascais, Cascais e Estoril  
1250,2,146,2,3,/ Monthly,Sintra, Sintra (Santa Maria e São Miguel
3400,1,177,3,3,/ Monthly,Oeiras, Oeiras e São Julião da Barra
1700,2,113,0,3,/ Monthly,Cascais, Carcavelos e Parede  
1850,2,102,2,3,/ Monthly,Lisboa, Alcântara  
780,2,48,1,1,/ Monthly,Amadora, Águas Livres  
5500,2,215,0,5,/ Monthly,Lisboa, Avenidas Novas  
1750,2,90,1,2,/ Monthly,Cascais, Cascais e Estoril  
780,2,38,1,1,/ Monthly,Amadora, Águas Livres  
1650,2,83,1,2,/ Monthly,Cascais, Carcavelos e Parede  
3500,2,90,1,3,/ Monthly,Lisboa, Arroios  
2650,2,107,2,3,/ Monthly,Lisboa, Campo de Ourique  
3500,3,698,0,2,/ Monthly,Cascais, Cascais e Estoril  
12000,1,737,6,5,/ Monthly,Lisboa, Belém  
9000,2,257,0,4,/ Monthly,Lisboa, Avenidas Novas  
1500,2,118,2,4,/ Monthly,Lisboa, Arroios  
2500,2,93,0,2,/ Monthly,Oeiras, Carnaxide e Queijas  
3000,3,425,4,5,/ Monthly,Torres Vedras, Carvoeira e Carmões  
7000,2,189,4,4,/ Monthly,Lisboa, Olivais  
1500,2,100,2,2,/ Monthly,Amadora, Venteira  
1300,3,55,0,2,/ Monthly,Lisboa, Arroios  
3000,1,200,3,4,/ Monthly,Torres Vedras, Freiria  
484,3,44,1,0,/ Monthly,Oeiras, Algés
348,3,29,1,0,/ Monthly,Oeiras, Algés
1970,2,165,2,3,/ Monthly,Lisboa, Lumiar  
5750,2,97,4,3,/ Monthly,Lisboa, Campo de Ourique  
1400,2,62,0,1,/ Monthly,Lisboa, Alvalade  
2400,2,196,3,4,/ Monthly,Lisboa, São Domingos de Benfica  
1450,2,41,1,1,/ Monthly,Lisboa, Santa Maria Maior  
3000,3,150,2,0,/ Monthly,Lisboa, Alcântara  
700,2,126,2,3,/ Monthly,Cadaval, Cadaval e Pêro Moniz  
1300,2,55,1,1,/ Monthly,Lisboa, Arroios  
2000,2,72,1,1,/ Monthly,Lisboa, Misericórdia  
3250,2,195,3,4,/ Monthly,Lisboa, Parque das Nações  
1450,3,98,2,3,/ Monthly,Lisboa, Lumiar  
150,3,13,0,0,/ Monthly,Lisboa, Avenidas Novas  
1300,1,76,1,1,/ Monthly,Oeiras, Oeiras e São Julião da Barra
6500,2,196,3,3,/ Monthly,Lisboa, Misericórdia  
850,2,52,1,1,/ Monthly,Oeiras, Oeiras e São Julião da Barra
2000,2,107,0,2,/ Monthly,Cascais, Carcavelos e Parede  
1250,2,90,1,1,/ Monthly,Lisboa, Benfica  
2900,2,140,2,3,/ Monthly,Lisboa, Arroios  
1250,2,95,0,3,/ Monthly,Lisboa, Penha de França  
1500,2,102,0,3,/ Monthly,Oeiras, Oeiras e São Julião da Barra
250000,3,97,3,0,/ Monthly,Cascais, Alcabideche  
3000,2,140,2,4,/ Monthly,Lisboa, Areeiro  
1500,2,45,0,1,/ Monthly,Lisboa, Misericórdia  
1200,2,83,2,2,/ Monthly,Oeiras, Oeiras e São Julião da Barra
3200,2,197,2,3,/ Monthly,Oeiras, Oeiras e São Julião da Barra
2400,2,98,1,1,/ Monthly,Lisboa, Santa Maria Maior  
1750,2,88,2,2,/ Monthly,Lisboa, Areeiro  
1500,3,95,1,0,/ Monthly,Lisboa, Santa Maria Maior  
1648,2,92,2,2,/ Monthly,Lisboa, Estrela  
5500,1,303,4,5,/ Monthly,Sintra, Sintra (Santa Maria e São Miguel
3000,2,195,3,4,/ Monthly,Lisboa, Arroios  
2125,3,85,1,0,/ Monthly,Lisboa, Misericórdia  
1550,3,63,1,0,/ Monthly,Lisboa, Misericórdia  
1400,2,140,2,4,/ Monthly,Mafra, Ericeira  
6000,2,177,3,4,/ Monthly,Lisboa, São Domingos de Benfica  
150,3,21,1,0,/ Monthly,Lourinhã, Lourinhã e Atalaia  
1500,3,162,0,0,/ Monthly,Lisboa, Penha de França  
2500,1,126,3,4,/ Monthly,Odivelas, Ramada e Caneças  
6000,2,130,3,3,/ Monthly,Oeiras, Oeiras e São Julião da Barra
2500,2,190,3,5,/ Monthly,Lisboa, Arroios  
9000,3,1250,6,7,/ Monthly,Lisboa, Alvalade  
700,3,22,1,0,/ Monthly,Lisboa, Lumiar  
3000,2,131,4,3,/ Monthly,Lisboa, São Domingos de Benfica  
15000,1,746,7,8,/ Monthly,Mafra, Carvoeira  
638,3,58,1,0,/ Monthly,Oeiras, Algés
750,3,136,2,0,/ Monthly,Sintra, Rio de Mouro  
3800,3,215,2,0,/ Monthly,Lisboa, Santo António  
4500,3,1483,5,4,/ Monthly,Sintra, Almargem do Bispo
2500,3,137,0,0,/ Monthly,Lisboa, Avenidas Novas  
836,3,76,1,0,/ Monthly,Oeiras, Algés
50,3,22,0,0,/ Monthly,Vila Franca de Xira, Vila Franca de Xira  
3500,3,180,2,0,/ Monthly,Lisboa, Marvila  
150,3,20,2,0,/ Monthly,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
1284,3,107,1,0,/ Monthly,Oeiras, Algés
450,3,43,0,0,/ Monthly,Cascais, São Domingos de Rana  
1000,3,110,0,0,/ Monthly,Sintra, Cacém e São Marcos  
1650,2,118,2,3,/ Monthly,Amadora, Alfragide  
1150,2,66,1,2,/ Monthly,Loures, Camarate
2000,3,64,1,2,/ Monthly,Azambuja, Vale do Paraíso  
3500,2,134,5,5,/ Monthly,Lisboa, Olivais  
2500,2,95,2,2,/ Monthly,Lisboa, Misericórdia  
100,3,12,0,0,/ Monthly,Lisboa, Alvalade  
65,3,12,0,0,/ Monthly,Lisboa, Lumiar  
1500,3,198,0,0,/ Monthly,Arruda dos Vinhos, Arruda dos Vinhos  
2650,2,119,3,3,/ Monthly,Lisboa, Alvalade  
750,3,85,2,0,/ Monthly,Loures, Sacavém e Prior Velho  
38000,3,1030,6,0,/ Monthly,Lisboa, Santa Maria Maior  
493,3,47,1,0,/ Monthly,Oeiras, Algés
900,2,60,1,2,/ Monthly,Lisboa, Alvalade  
390,3,30,1,0,/ Monthly,Sintra, Massamá e Monte Abraão  
40000,3,4000,0,0,/ Monthly,Oeiras, Oeiras e São Julião da Barra
1900,3,109,0,0,/ Monthly,Oeiras, Carnaxide e Queijas  
1900,2,160,2,3,/ Monthly,Lisboa, Campo de Ourique  
2750,2,157,3,3,/ Monthly,Lisboa, São Domingos de Benfica  
75,3,12,0,0,/ Monthly,Lisboa, Lumiar  
25000,3,25,0,0,/ Annually,Amadora, Falagueira  Venda Nova  
650,3,12,0,0,/ Monthly,Cascais, Alcabideche  
600,3,18,0,0,/ Monthly,Lisboa, Alvalade  
700,3,27,0,0,/ Monthly,Lisboa, Alvalade  
400,3,11,0,0,/ Monthly,Lisboa, Alvalade  
400,3,10,0,0,/ Monthly,Lisboa, Alvalade  
517,3,47,0,0,/ Monthly,Oeiras, Algés
850,3,65,0,0,/ Monthly,Loures, Sacavém e Prior Velho  
1500,3,115,2,0,/ Monthly,Sintra, Casal de Cambra  
600,3,200,0,0,/ Monthly,Torres Vedras, Torres Vedras (São Pedro
3500,3,110,0,0,/ Monthly,Lisboa, Avenidas Novas  
3500,2,110,2,3,/ Monthly,Lisboa, Avenidas Novas  
100,3,13,0,0,/ Monthly,Lisboa, São Domingos de Benfica  
2350,3,139,0,0,/ Monthly,Lisboa, Olivais  
3000,3,151,0,0,/ Monthly,Lisboa, Olivais  
3300,3,166,0,0,/ Monthly,Lisboa, Olivais  
1500,3,252,0,0,/ Monthly,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
2000,2,145,2,3,/ Monthly,Lisboa, Alvalade  
1400,3,290,0,0,/ Monthly,Sintra, Cacém e São Marcos  
2010,3,335,0,0,/ Monthly,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
2418,3,403,0,0,/ Monthly,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
2500,2,3333,1,2,/ Monthly,Lisboa, Misericórdia  
3500,3,703,0,0,/ Monthly,Cascais, Cascais e Estoril  
3500,3,655,0,0,/ Monthly,Cascais, Cascais e Estoril  
7000,3,1358,0,0,/ Monthly,Cascais, Cascais e Estoril  
880,3,22,0,0,/ Monthly,Cascais, Alcabideche  
750,3,16,0,0,/ Monthly,Cascais, Alcabideche  
9800,3,1862,0,0,/ Monthly,Loures, Sacavém e Prior Velho  
1600,2,108,2,2,/ Monthly,Lisboa, Avenidas Novas  
5500,3,10494,0,0,/ Monthly,Sintra, São João das Lampas e Terrugem  
3750,3,1100,0,0,/ Monthly,Amadora, Encosta do Sol  
1200,3,336,0,0,/ Monthly,Mafra, Mafra  
1500,3,336,0,0,/ Monthly,Mafra, Mafra  
792,3,72,1,0,/ Monthly,Oeiras, Algés
3000,3,1050,0,0,/ Monthly,Vila Franca de Xira, Vialonga  
1800,3,160,0,0,/ Monthly,Vila Franca de Xira, Póvoa de Santa Iria e Forte da Casa  
7000,3,11726,0,0,/ Monthly,Cascais, Cascais e Estoril  
650,3,37560,0,0,/ Monthly,Alenquer, Abrigada e Cabanas de Torres  
600,2,34,1,1,/ Monthly,Guimarães, Oliveira
350,1,35,1,1,/ Monthly,Guimarães, Costa  
1350,1,124,4,3,/ Monthly,Braga, Palmeira  
500,2,65,1,2,/ Monthly,Braga, (São José de São Lázaro e São João do Souto)  
750,1,288,2,3,/ Monthly,Amares, Lago  
1950,2,186,3,3,/ Monthly,Guimarães, Costa  
590,2,25,1,0,/ Monthly,Braga, (Maximinos
1800,1,287,0,4,/ Monthly,Vila Verde, Lage  
500,2,25,1,0,/ Monthly,Braga, (Maximinos
825,2,94,2,2,/ Monthly,Braga, São Victor  
950,2,103,2,3,/ Monthly,Braga, Real
750,2,110,0,3,/ Monthly,Vila Verde, Vila Verde e Barbudo  
1250,1,190,4,4,/ Monthly,Barcelos, Gamil e Midões  
650,2,105,4,2,/ Monthly,Amares, Ferreiros
1600,1,243,4,3,/ Monthly,Braga, Ferreiros e Gondizalves  
900,2,125,2,3,/ Monthly,Braga, (Maximinos
1350,3,500,2,0,/ Monthly,Braga, Celeirós
700,1,140,1,1,/ Monthly,Braga, Santa Lucrécia de Algeriz e Navarra  
750,2,101,2,3,/ Monthly,Vila Verde, Vila Verde e Barbudo  
1700,2,186,3,4,/ Monthly,Braga, São Vicente  
500,3,57,0,1,/ Monthly,Braga, (São José de São Lázaro e São João do Souto)  
850,1,70,1,2,/ Monthly,Vila Verde, Ribeira do Neiva  
800,2,113,2,3,/ Monthly,Braga, Nogueira
790,2,122,0,3,/ Monthly,Braga, Ferreiros e Gondizalves  
500,1,150,2,4,/ Monthly,Celorico de Basto, Carvalho e Basto (Santa Tecla)  
1000,3,198,2,0,/ Monthly,Fafe, Regadas  
1000,2,42,2,1,/ Monthly,Guimarães, Azurém  
1000,3,600,0,0,/ Monthly,Fafe, São Martinho (Silvares)  
550,3,260,4,0,/ Monthly,Amares, Ferreiros
1500,1,189,2,5,/ Monthly,Guimarães, Oliveira
300,3,35,1,0,/ Monthly,Guimarães, Oliveira
700,3,240,0,0,/ Monthly,Barcelos, Barcelinhos  
300,3,53,0,0,/ Monthly,Braga, São Victor  
300,3,60,0,0,/ Monthly,Braga, Ferreiros e Gondizalves  
300,3,71,0,0,/ Monthly,Braga, Ferreiros e Gondizalves  
300,3,62,0,0,/ Monthly,Braga, Ferreiros e Gondizalves  
350,3,90,0,0,/ Monthly,Braga, Ferreiros e Gondizalves  
3500,1,325,4,4,/ Monthly,Guimarães, Airão Santa Maria
1250,3,97,0,0,/ Monthly,Braga, (Maximinos
150,3,5500,0,0,/ Monthly,Póvoa de Lanhoso, Póvoa de Lanhoso (Nossa Senhora do Amparo)  
450,3,72,0,0,/ Monthly,Braga, Gualtar  
400,3,215,0,0,/ Monthly,Braga, Tadim  
350,3,124,0,0,/ Monthly,Braga, Ferreiros e Gondizalves  
450,3,20,0,0,/ Monthly,Braga, (São José de São Lázaro e São João do Souto)  
250,3,51,0,0,/ Monthly,Braga, (Maximinos
1100,3,600,0,0,/ Monthly,Vila Nova de Famalicão, Arnoso (Santa Maria e Santa Eulália) e Sezures  
1000,3,3000,0,0,/ Monthly,Vila Verde, Geme  
